daily_step_count,distance_covered,speed,calories_burned,day_time,test_subject,location,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,sunrise,sunset,moonphase,description,Clear,Overcast,Partially cloudy,Rain,Snow
10906.0,6578.0,,,2025-02-12 00:00:00,4,Eindhoven,Eindhoven,2025-02-12 00:00:00,5.1,2.3,3.5,5.1,0.4,2.4,2.7,94.5,0.305,100.0,8.33,rain,0,0.0,17.9,7.3,200.9,1018.1,98.7,6.6,27.7,1,2025-02-12T07:57:09,2025-02-12T17:48:16,0.5,Cloudy skies throughout the day with morning rain.,0,1,0,1,0
6593.0,3971.0,,,2025-02-13 00:00:00,4,Eindhoven,Eindhoven,2025-02-13 00:00:00,3.0,-1.7,0.5,2.5,-5.3,-1.7,-0.4,93.9,0.125,100.0,16.67,"rain,snow",0,0.0,28.4,19.4,2.0,1021.2,96.5,3.2,14.5,1,2025-02-13T07:55:17,2025-02-13T17:50:06,0.53,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,0,1,0,1,1
19735.0,11950.0,,,2025-02-14 00:00:00,4,Eindhoven,Eindhoven,2025-02-14 00:00:00,3.1,-5.4,-0.4,2.5,-5.4,-1.4,-1.9,90.4,0.0,0.0,0.0,,0,0.0,14.2,9.9,50.3,1027.5,68.5,5.6,47.4,2,2025-02-14T07:53:23,2025-02-14T17:51:56,0.56,Partly cloudy throughout the day.,0,0,1,0,0
12347.0,7453.0,,,2025-02-15 00:00:00,4,Eindhoven,Eindhoven,2025-02-15 00:00:00,3.1,-1.8,0.9,2.5,-1.8,-0.3,-2.4,80.0,0.0,0.0,0.0,,0,0.0,21.8,10.9,96.0,1024.3,97.8,17.3,41.7,2,2025-02-15T07:51:29,2025-02-15T17:53:45,0.59,Cloudy skies throughout the day.,0,1,0,0,0
2382.0,1405.0,,,2025-02-16 00:00:00,4,Eindhoven,Eindhoven,2025-02-16 00:00:00,4.1,-1.1,1.0,0.0,-5.4,-3.2,-3.8,71.1,0.003,100.0,4.17,"rain,snow",0,0.0,36.0,23.6,67.4,1022.0,53.1,27.8,91.2,4,2025-02-16T07:49:33,2025-02-16T17:55:34,0.63,Partly cloudy throughout the day with early morning snow or rain.,0,0,1,1,1
12966.0,7847.0,,,2025-02-17 00:00:00,4,Eindhoven,Eindhoven,2025-02-17 00:00:00,3.8,-4.5,-0.9,0.8,-8.5,-4.2,-5.5,72.5,0.0,0.0,0.0,,0,0.0,31.4,14.4,68.5,1024.3,20.0,23.7,118.4,5,2025-02-17T07:47:36,2025-02-17T17:57:23,0.66,Partly cloudy throughout the day.,1,0,0,0,0
812.0,469.0,,,2025-02-18 00:00:00,4,Eindhoven,Eindhoven,2025-02-18 00:00:00,3.2,-4.1,-0.7,-0.9,-8.4,-4.6,-6.7,65.3,0.0,0.0,0.0,,0,0.0,35.7,21.2,88.2,1025.0,45.7,23.1,121.9,5,2025-02-18T07:45:37,2025-02-18T17:59:12,0.69,Partly cloudy throughout the day.,0,0,1,0,0
21999.0,13339.0,,,2025-02-19 00:00:00,4,Eindhoven,Eindhoven,2025-02-19 00:00:00,5.5,-1.0,1.8,2.5,-5.5,-2.0,-6.3,55.5,0.0,0.0,0.0,,0,0.0,29.2,18.3,110.5,1021.8,95.4,27.8,93.1,4,2025-02-19T07:43:38,2025-02-19T18:01:00,0.72,Cloudy skies throughout the day.,0,1,0,0,0
15610.0,9610.0,,,2025-02-20 00:00:00,4,Eindhoven,Eindhoven,2025-02-20 00:00:00,12.4,1.4,7.7,12.4,-1.7,6.3,4.6,81.2,0.0,0.0,0.0,rain,0,0.0,35.0,21.0,178.9,1020.5,95.3,14.9,55.2,3,2025-02-20T07:41:37,2025-02-20T18:02:49,0.75,Cloudy skies throughout the day.,0,1,0,0,0
4435.0,2746.0,,,2025-02-21 00:00:00,4,Eindhoven,Eindhoven,2025-02-21 00:00:00,18.4,9.2,13.6,18.4,7.6,13.5,8.6,73.4,0.0,0.0,0.0,rain,0,0.0,42.3,24.6,165.0,1017.8,98.7,32.1,81.7,4,2025-02-21T07:39:35,2025-02-21T18:04:37,0.79,Cloudy skies throughout the day.,0,1,0,0,0
2419.0,1498.0,,,2025-02-23 00:00:00,4,Eindhoven,Eindhoven,2025-02-23 00:00:00,14.5,7.9,10.7,14.5,5.8,9.7,7.6,82.3,0.262,100.0,8.33,rain,0,0.0,35.9,24.4,198.8,1025.9,86.5,21.9,107.0,5,2025-02-23T07:35:29,2025-02-23T18:08:12,0.85,Partly cloudy throughout the day with rain.,0,0,1,1,0
7620.0,4633.0,,,2025-02-24 00:00:00,4,Eindhoven,Eindhoven,2025-02-24 00:00:00,13.9,8.2,11.3,13.9,5.8,11.0,7.7,79.0,1.165,100.0,29.17,rain,0,0.0,46.5,27.9,197.3,1017.1,90.4,35.9,31.5,2,2025-02-24T07:33:24,2025-02-24T18:10:00,0.88,Cloudy skies throughout the day with rain.,0,1,0,1,0
910.0,532.0,,,2025-02-25 00:00:00,4,Eindhoven,Eindhoven,2025-02-25 00:00:00,12.5,5.6,8.9,12.5,3.4,7.9,7.0,88.8,0.598,100.0,16.67,rain,0,0.0,27.6,16.3,182.7,1013.5,79.3,18.3,73.5,4,2025-02-25T07:31:18,2025-02-25T18:11:47,0.92,Partly cloudy throughout the day with rain.,0,0,1,1,0
2223.0,1310.0,,,2025-02-26 00:00:00,4,Eindhoven,Eindhoven,2025-02-26 00:00:00,11.3,3.6,7.5,11.3,1.6,5.5,4.7,84.0,7.97,100.0,37.5,rain,0,0.0,35.6,21.2,221.6,1015.4,75.0,18.2,92.5,5,2025-02-26T07:29:12,2025-02-26T18:13:33,0.95,Partly cloudy throughout the day with rain.,0,0,1,1,0
18096.0,10948.0,,,2025-02-27 00:00:00,4,Eindhoven,Eindhoven,2025-02-27 00:00:00,8.1,3.8,5.9,5.1,0.6,2.8,4.3,89.4,0.82,100.0,41.67,rain,0,0.0,42.9,21.3,236.4,1015.1,84.1,22.1,79.9,4,2025-02-27T07:27:05,2025-02-27T18:15:20,0.98,Partly cloudy throughout the day with a chance of rain throughout the day.,0,0,1,1,0
11170.0,6747.0,,,2025-02-28 00:00:00,4,Eindhoven,Eindhoven,2025-02-28 00:00:00,8.9,0.0,5.2,6.4,0.0,2.9,2.8,85.5,0.778,100.0,29.17,rain,0,0.0,34.2,20.1,342.8,1025.1,71.9,15.4,102.3,6,2025-02-28T07:24:57,2025-02-28T18:17:06,0.0,Partly cloudy throughout the day with a chance of rain throughout the day.,0,0,1,1,0
457.0,268.0,,,2025-03-01 00:00:00,4,Eindhoven,Eindhoven,2025-03-01 00:00:00,4.8,-1.3,2.5,3.9,-2.7,0.9,1.1,90.8,0.028,100.0,8.33,"rain,snow",0,0.0,21.5,15.0,30.9,1033.3,78.1,15.2,39.5,2,2025-03-01T07:22:48,2025-03-01T18:18:52,0.05,Partly cloudy throughout the day with rain or snow clearing later.,0,0,1,1,1
264.0,153.0,,,2025-03-02 00:00:00,4,Eindhoven,Eindhoven,2025-03-02 00:00:00,9.5,-3.7,2.0,8.0,-4.9,1.2,-0.5,85.5,0.0,0.0,0.0,,0,0.0,24.0,13.6,36.8,1034.7,34.8,11.2,143.7,6,2025-03-02T07:20:38,2025-03-02T18:20:37,0.09,Clearing in the afternoon.,0,0,1,0,0
6829.0,4134.0,,,2025-03-03 00:00:00,4,Eindhoven,Eindhoven,2025-03-03 00:00:00,11.5,-3.9,2.8,11.5,-3.9,2.7,-0.8,80.8,0.0,0.0,0.0,,0,0.0,14.1,9.5,21.6,1029.8,0.7,9.7,149.3,6,2025-03-03T07:18:28,2025-03-03T18:22:23,0.12,Clear conditions throughout the day.,1,0,0,0,0
196.0,115.0,,,2025-03-04 00:00:00,4,Eindhoven,Eindhoven,2025-03-04 00:00:00,13.2,-3.7,3.5,13.2,-3.7,3.5,-1.1,76.5,0.0,0.0,0.0,,0,0.0,11.0,6.8,50.3,1026.8,41.9,8.2,144.3,5,2025-03-04T07:16:17,2025-03-04T18:24:08,0.16,Partly cloudy throughout the day.,0,0,1,0,0
2372.0,1420.0,,,2025-03-05 00:00:00,4,Eindhoven,Eindhoven,2025-03-05 00:00:00,16.7,-2.4,6.1,16.7,-3.9,5.7,0.2,71.2,0.0,0.0,0.0,,0,0.0,21.3,13.4,197.3,1023.7,1.0,13.0,154.3,6,2025-03-05T07:14:06,2025-03-05T18:25:52,0.19,Clear conditions throughout the day.,1,0,0,0,0
4211.0,2546.0,,,2025-03-06 00:00:00,4,Eindhoven,Eindhoven,2025-03-06 00:00:00,18.3,2.2,9.0,18.3,0.2,8.6,1.4,63.5,0.0,0.0,0.0,,0,0.0,28.3,21.2,182.6,1018.3,9.4,26.6,147.9,6,2025-03-06T07:11:54,2025-03-06T18:27:37,0.25,Clear conditions throughout the day.,1,0,0,0,0
5035.0,3034.0,,,2025-03-07 00:00:00,4,Eindhoven,Eindhoven,2025-03-07 00:00:00,17.8,3.7,10.2,17.8,1.9,9.4,2.8,62.0,0.0,0.0,0.0,,0,0.0,28.8,17.6,167.8,1016.5,31.0,37.3,150.7,6,2025-03-07T07:09:41,2025-03-07T18:29:21,0.26,Partly cloudy throughout the day.,0,0,1,0,0
5704.0,3455.0,,,2025-03-08 00:00:00,4,Eindhoven,Eindhoven,2025-03-08 00:00:00,19.2,3.5,10.2,19.2,2.3,10.0,1.4,59.0,0.0,0.0,0.0,,0,0.0,28.3,17.2,95.1,1012.5,15.3,24.7,155.6,6,2025-03-08T07:07:28,2025-03-08T18:31:05,0.3,Clear conditions throughout the day.,1,0,0,0,0
478.0,278.0,,,2025-03-09 00:00:00,4,Eindhoven,Eindhoven,2025-03-09 00:00:00,19.2,1.9,10.2,19.2,0.4,9.9,1.9,60.0,0.0,0.0,0.0,,0,0.0,24.6,13.9,77.3,1005.5,40.8,15.3,154.3,6,2025-03-09T07:05:14,2025-03-09T18:32:49,0.33,Partly cloudy throughout the day.,0,0,1,0,0
4312.0,2615.0,,,2025-03-10 00:00:00,4,Eindhoven,Eindhoven,2025-03-10 00:00:00,17.8,1.1,8.9,17.8,-0.9,8.5,1.6,64.4,0.0,0.0,0.0,,0,0.0,21.0,13.5,26.1,1001.8,21.3,12.7,164.3,6,2025-03-10T07:03:00,2025-03-10T18:34:32,0.37,Partly cloudy throughout the day.,0,0,1,0,0
5979.0,3627.0,,,2025-03-11 00:00:00,4,Eindhoven,Eindhoven,2025-03-11 00:00:00,7.9,0.9,4.9,6.0,-1.4,2.7,2.3,84.2,0.0,0.0,0.0,,0,0.0,28.1,16.3,332.5,1003.6,72.4,14.4,32.2,1,2025-03-11T07:00:46,2025-03-11T18:36:15,0.4,Partly cloudy throughout the day.,0,0,1,0,0
2911.0,1752.0,,,2025-03-12 00:00:00,4,Eindhoven,Eindhoven,2025-03-12 00:00:00,8.0,-1.7,3.6,6.4,-4.2,2.0,0.9,84.1,0.09,100.0,4.17,rain,0,0.0,25.1,16.0,260.3,1001.2,86.0,27.4,92.5,5,2025-03-12T06:58:31,2025-03-12T18:37:58,0.44,Partly cloudy throughout the day with late afternoon rain.,0,0,1,1,0
96.0,56.0,,,2025-03-13 00:00:00,4,Eindhoven,Eindhoven,2025-03-13 00:00:00,7.3,-3.1,2.5,7.2,-3.1,1.5,-0.2,83.9,0.081,100.0,8.33,rain,0,0.0,25.2,13.0,330.4,1000.5,75.5,25.8,80.9,4,2025-03-13T06:56:16,2025-03-13T18:39:41,0.47,Partly cloudy throughout the day with rain.,0,0,1,1,0
72.0,42.0,,,2025-03-14 00:00:00,4,Eindhoven,Eindhoven,2025-03-14 00:00:00,6.4,-3.0,2.5,4.8,-3.2,0.6,-1.3,77.5,0.005,100.0,4.17,"rain,snow",0,0.0,24.9,16.9,14.1,1009.2,66.5,33.5,137.0,7,2025-03-14T06:54:01,2025-03-14T18:41:23,0.5,Becoming cloudy in the afternoon with afternoon rain or snow.,0,0,1,1,1
4224.0,2553.0,,,2025-03-15 00:00:00,4,Eindhoven,Eindhoven,2025-03-15 00:00:00,7.6,-2.1,2.6,3.9,-6.6,-1.4,-1.5,75.9,0.0,0.0,0.0,,0,0.0,39.4,27.5,33.1,1018.8,38.7,32.2,118.6,6,2025-03-15T06:51:45,2025-03-15T18:43:06,0.54,Partly cloudy throughout the day.,0,0,1,0,0
4728.0,2856.0,,,2025-03-16 00:00:00,4,Eindhoven,Eindhoven,2025-03-16 00:00:00,10.0,-1.7,3.9,7.6,-6.1,0.7,-1.5,71.2,0.0,0.0,0.0,,0,0.0,32.2,17.8,21.2,1022.4,11.7,28.2,186.1,7,2025-03-16T06:49:29,2025-03-16T18:44:48,0.57,Clear conditions throughout the day.,1,0,0,0,0
14205.0,8614.0,,,2025-03-17 00:00:00,4,Eindhoven,Eindhoven,2025-03-17 00:00:00,10.1,3.6,6.6,10.1,0.8,4.3,-0.5,63.9,0.0,0.0,0.0,,0,0.0,38.7,24.5,54.4,1027.8,54.3,35.2,130.7,6,2025-03-17T06:47:13,2025-03-17T18:46:30,0.6,Partly cloudy throughout the day.,0,0,1,0,0
522.0,305.0,,,2025-03-18 00:00:00,4,Eindhoven,Eindhoven,2025-03-18 00:00:00,11.8,0.2,5.8,11.8,-3.3,3.6,-7.4,40.5,0.0,0.0,0.0,,0,0.0,36.5,22.5,91.2,1027.6,2.9,41.4,193.5,7,2025-03-18T06:44:57,2025-03-18T18:48:11,0.64,Clear conditions throughout the day.,1,0,0,0,0
5499.0,3336.0,,,2025-03-19 00:00:00,4,Eindhoven,Eindhoven,2025-03-19 00:00:00,18.5,0.4,8.9,18.5,0.0,8.2,-2.2,46.9,0.0,0.0,0.0,,0,0.0,28.2,13.8,141.9,1024.0,1.0,38.8,189.5,6,2025-03-19T06:42:40,2025-03-19T18:49:53,0.67,Clear conditions throughout the day.,1,0,0,0,0
1965.0,1514.0,,,2025-02-19 00:00:00,5,Eindhoven,Eindhoven,2025-02-19 00:00:00,5.5,-1.0,1.8,2.5,-5.5,-2.0,-6.3,55.5,0.0,0.0,0.0,,0,0.0,29.2,18.3,110.5,1021.8,95.4,27.8,93.1,4,2025-02-19T07:43:38,2025-02-19T18:01:00,0.72,Cloudy skies throughout the day.,0,1,0,0,0
562.0,418.0,,,2025-02-20 00:00:00,5,Eindhoven,Eindhoven,2025-02-20 00:00:00,12.4,1.4,7.7,12.4,-1.7,6.3,4.6,81.2,0.0,0.0,0.0,rain,0,0.0,35.0,21.0,178.9,1020.5,95.3,14.9,55.2,3,2025-02-20T07:41:37,2025-02-20T18:02:49,0.75,Cloudy skies throughout the day.,0,1,0,0,0
4819.0,3814.0,,,2025-02-21 00:00:00,5,Eindhoven,Eindhoven,2025-02-21 00:00:00,18.4,9.2,13.6,18.4,7.6,13.5,8.6,73.4,0.0,0.0,0.0,rain,0,0.0,42.3,24.6,165.0,1017.8,98.7,32.1,81.7,4,2025-02-21T07:39:35,2025-02-21T18:04:37,0.79,Cloudy skies throughout the day.,0,1,0,0,0
2830.0,2158.0,,,2025-02-23 00:00:00,5,Eindhoven,Eindhoven,2025-02-23 00:00:00,14.5,7.9,10.7,14.5,5.8,9.7,7.6,82.3,0.262,100.0,8.33,rain,0,0.0,35.9,24.4,198.8,1025.9,86.5,21.9,107.0,5,2025-02-23T07:35:29,2025-02-23T18:08:12,0.85,Partly cloudy throughout the day with rain.,0,0,1,1,0
1654.0,1341.0,,,2025-02-25 00:00:00,5,Eindhoven,Eindhoven,2025-02-25 00:00:00,12.5,5.6,8.9,12.5,3.4,7.9,7.0,88.8,0.598,100.0,16.67,rain,0,0.0,27.6,16.3,182.7,1013.5,79.3,18.3,73.5,4,2025-02-25T07:31:18,2025-02-25T18:11:47,0.92,Partly cloudy throughout the day with rain.,0,0,1,1,0
