com.samsung.shealth.stress,6292001,8
create_sh_ver,start_time,custom,binning_data,tag_id,modify_sh_ver,update_time,create_time,max,min,score,algorithm,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
100032,2025-02-18 17:00:00.000,,7264456a-bd23-b0a5-62a1-482666874470.binning_data.json,10011,100032,2025-02-18 17:59:00.000,2025-02-18 17:00:00.000,91.0,0.0,14.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-18 17:59:00.000,7264456a-bd23-b0a5-62a1-482666874470,
100032,2025-02-18 18:00:00.000,,b135f919-4f6d-b26a-e36b-4763f537be22.binning_data.json,10011,100032,2025-02-18 18:59:00.000,2025-02-18 18:01:00.000,5.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-18 18:59:00.000,b135f919-4f6d-b26a-e36b-4763f537be22,
100032,2025-02-18 19:00:00.000,,c98cf06a-4d5a-7cf4-baee-a66114559cc6.binning_data.json,10011,100032,2025-02-18 19:59:00.000,2025-02-18 19:04:00.000,17.0,0.0,2.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-18 19:59:00.000,c98cf06a-4d5a-7cf4-baee-a66114559cc6,
100032,2025-02-18 20:00:00.000,,691d681f-a020-e21a-4293-3be70226319c.binning_data.json,10011,100032,2025-02-18 20:59:00.000,2025-02-18 20:00:00.000,39.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-18 20:59:00.000,691d681f-a020-e21a-4293-3be70226319c,
100032,2025-02-18 21:00:00.000,,16c2793a-b7b7-50b8-8ec4-aa2888a09b8e.binning_data.json,10011,100032,2025-02-18 21:59:00.000,2025-02-18 21:07:00.000,65.0,0.0,5.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-18 21:59:00.000,16c2793a-b7b7-50b8-8ec4-aa2888a09b8e,
100032,2025-02-18 22:00:00.000,,d19adf86-0834-8ace-5524-e920d5a78a10.binning_data.json,10011,100032,2025-02-18 22:59:00.000,2025-02-18 22:15:00.000,5.0,5.0,5.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-18 22:59:00.000,d19adf86-0834-8ace-5524-e920d5a78a10,
100032,2025-02-19 07:00:00.000,,bc044085-098f-0698-6cc4-8cd12259ee9f.binning_data.json,10011,100032,2025-02-19 07:59:00.000,2025-02-19 07:59:00.000,0.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 07:59:00.000,bc044085-098f-0698-6cc4-8cd12259ee9f,
100032,2025-02-19 08:00:00.000,,1712b0a0-cb61-0885-2f25-aee0f6415617.binning_data.json,10011,100032,2025-02-19 08:59:00.000,2025-02-19 08:03:00.000,100.0,0.0,13.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 08:59:00.000,1712b0a0-cb61-0885-2f25-aee0f6415617,
100032,2025-02-19 09:00:00.000,,f141cc51-75b6-fa2d-5ffe-25c072b80445.binning_data.json,10011,100032,2025-02-19 09:59:00.000,2025-02-19 09:33:00.000,99.0,0.0,12.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 09:59:00.000,f141cc51-75b6-fa2d-5ffe-25c072b80445,
100032,2025-02-19 10:00:00.000,,5a9d7b54-8756-21b1-1aff-9db829b1eb9c.binning_data.json,10011,100032,2025-02-19 10:59:00.000,2025-02-19 10:15:00.000,95.0,0.0,19.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 10:59:00.000,5a9d7b54-8756-21b1-1aff-9db829b1eb9c,
100032,2025-02-19 11:00:00.000,,61f2367b-ea32-acc4-6c93-a5927349e4dd.binning_data.json,10011,100032,2025-02-19 11:59:00.000,2025-02-19 11:00:00.000,60.0,0.0,8.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 11:59:00.000,61f2367b-ea32-acc4-6c93-a5927349e4dd,
100032,2025-02-19 12:00:00.000,,e26c8428-3fdb-5cc4-9062-e69ffcdbc40f.binning_data.json,10011,100032,2025-02-19 12:59:00.000,2025-02-19 12:00:00.000,100.0,0.0,31.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 12:59:00.000,e26c8428-3fdb-5cc4-9062-e69ffcdbc40f,
100032,2025-02-19 13:00:00.000,,b119e60b-6cd6-b73a-adac-0f6d5c9141e8.binning_data.json,10011,100032,2025-02-19 13:59:00.000,2025-02-19 13:19:00.000,96.0,0.0,24.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 13:59:00.000,b119e60b-6cd6-b73a-adac-0f6d5c9141e8,
100032,2025-02-19 14:00:00.000,,04a777cd-fc3d-d17b-8c57-41876b15bc2f.binning_data.json,10011,100032,2025-02-19 14:59:00.000,2025-02-19 14:03:00.000,99.0,0.0,47.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 14:59:00.000,04a777cd-fc3d-d17b-8c57-41876b15bc2f,
100032,2025-02-19 15:00:00.000,,967e135c-0093-1b8d-9c4b-1d1c037c0f13.binning_data.json,10011,100032,2025-02-19 15:59:00.000,2025-02-19 15:00:00.000,99.0,0.0,26.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 15:59:00.000,967e135c-0093-1b8d-9c4b-1d1c037c0f13,
100032,2025-02-19 16:00:00.000,,7c401ce8-0def-53b2-cdda-d49f97427bca.binning_data.json,10011,100032,2025-02-19 16:59:00.000,2025-02-19 16:00:00.000,100.0,0.0,27.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 16:59:00.000,7c401ce8-0def-53b2-cdda-d49f97427bca,
100032,2025-02-19 17:00:00.000,,8278eef3-81a1-3ea6-1088-a463eb2c877c.binning_data.json,10011,100032,2025-02-19 17:59:00.000,2025-02-19 17:09:00.000,100.0,0.0,59.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 17:59:00.000,8278eef3-81a1-3ea6-1088-a463eb2c877c,
100032,2025-02-19 18:00:00.000,,b74ae468-2825-2747-d7b9-a7bfa0a356ca.binning_data.json,10011,100032,2025-02-19 18:59:00.000,2025-02-19 18:59:00.000,94.0,10.0,50.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 18:59:00.000,b74ae468-2825-2747-d7b9-a7bfa0a356ca,
100032,2025-02-19 19:00:00.000,,8fb315e2-5ed3-8b3f-a3ec-3356913ebf1e.binning_data.json,10011,100032,2025-02-19 19:59:00.000,2025-02-19 19:08:00.000,95.0,10.0,57.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 19:59:00.000,8fb315e2-5ed3-8b3f-a3ec-3356913ebf1e,
100032,2025-02-19 20:00:00.000,,d5fe365a-f0ba-6d41-0e71-b69f5827cd5a.binning_data.json,10011,100032,2025-02-19 20:59:00.000,2025-02-19 20:56:00.000,89.0,0.0,41.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 20:59:00.000,d5fe365a-f0ba-6d41-0e71-b69f5827cd5a,
100032,2025-02-19 21:00:00.000,,e2c57a63-1ed9-ab8b-651f-8a0a2849aa92.binning_data.json,10011,100032,2025-02-19 21:59:00.000,2025-02-19 21:01:00.000,74.0,10.0,31.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 21:59:00.000,e2c57a63-1ed9-ab8b-651f-8a0a2849aa92,
100032,2025-02-19 22:00:00.000,,7c46aac2-5a60-e379-b4cd-9071bac4e728.binning_data.json,10011,100032,2025-02-19 22:59:00.000,2025-02-19 22:22:00.000,94.0,0.0,18.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 22:59:00.000,7c46aac2-5a60-e379-b4cd-9071bac4e728,
100032,2025-02-19 23:00:00.000,,18976460-b719-3f5d-48a7-18a444ce5567.binning_data.json,10011,100032,2025-02-19 23:59:00.000,2025-02-19 23:01:00.000,47.0,0.0,8.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-19 23:59:00.000,18976460-b719-3f5d-48a7-18a444ce5567,
100032,2025-02-20 06:00:00.000,,1fd08fb1-27fe-e48f-9da0-dc5d84a4be23.binning_data.json,10011,100032,2025-02-20 06:59:00.000,2025-02-20 06:36:00.000,100.0,0.0,22.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 06:59:00.000,1fd08fb1-27fe-e48f-9da0-dc5d84a4be23,
100032,2025-02-20 07:00:00.000,,16d38f1b-fdbb-97cd-8a76-be6c022c5607.binning_data.json,10011,100032,2025-02-20 07:59:00.000,2025-02-20 07:00:00.000,0.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 07:59:00.000,16d38f1b-fdbb-97cd-8a76-be6c022c5607,
100032,2025-02-20 08:00:00.000,,7ba2804e-da41-06ee-7b01-77290e0712bf.binning_data.json,10011,100032,2025-02-20 08:59:00.000,2025-02-20 08:00:00.000,0.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 08:59:00.000,7ba2804e-da41-06ee-7b01-77290e0712bf,
100032,2025-02-20 09:00:00.000,,f70d95ed-08c0-293e-23db-bed52b36587c.binning_data.json,10011,100032,2025-02-20 09:59:00.000,2025-02-20 09:04:00.000,100.0,0.0,26.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 09:59:00.000,f70d95ed-08c0-293e-23db-bed52b36587c,
100032,2025-02-20 10:00:00.000,,c65ce33e-6824-a8d7-9a69-725bebecaad1.binning_data.json,10011,100032,2025-02-20 10:59:00.000,2025-02-20 10:31:00.000,100.0,88.0,97.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 10:59:00.000,c65ce33e-6824-a8d7-9a69-725bebecaad1,
100032,2025-02-20 11:00:00.000,,56f09278-1de5-7526-01ac-791ae1092958.binning_data.json,10011,100032,2025-02-20 11:59:00.000,2025-02-20 11:31:00.000,99.0,0.0,51.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 11:59:00.000,56f09278-1de5-7526-01ac-791ae1092958,
100032,2025-02-20 12:00:00.000,,4ab8d568-6b8c-0c5c-506c-7515d29947f9.binning_data.json,10011,100032,2025-02-20 12:59:00.000,2025-02-20 12:11:00.000,99.0,0.0,37.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 12:59:00.000,4ab8d568-6b8c-0c5c-506c-7515d29947f9,
100032,2025-02-20 13:00:00.000,,fb223120-6836-16c9-6e92-13cd5cbf808b.binning_data.json,10011,100032,2025-02-20 13:59:00.000,2025-02-20 13:51:00.000,88.0,1.0,37.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 13:59:00.000,fb223120-6836-16c9-6e92-13cd5cbf808b,
100032,2025-02-20 14:00:00.000,,61bab6f7-035a-736c-820d-d973519b21d3.binning_data.json,10011,100032,2025-02-20 14:59:00.000,2025-02-20 14:16:00.000,86.0,0.0,9.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 14:59:00.000,61bab6f7-035a-736c-820d-d973519b21d3,
100032,2025-02-20 15:00:00.000,,4439da9d-779b-7cc2-78b4-c2f940717bda.binning_data.json,10011,100032,2025-02-20 15:59:00.000,2025-02-20 15:00:00.000,94.0,0.0,20.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 15:59:00.000,4439da9d-779b-7cc2-78b4-c2f940717bda,
100032,2025-02-20 16:00:00.000,,f4e7d142-3760-2e24-3f79-bfd3e5533018.binning_data.json,10011,100032,2025-02-20 16:59:00.000,2025-02-20 16:00:00.000,94.0,0.0,23.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 16:59:00.000,f4e7d142-3760-2e24-3f79-bfd3e5533018,
100032,2025-02-20 17:00:00.000,,6fd72573-9208-8cdf-276d-a155adf3c091.binning_data.json,10011,100032,2025-02-20 17:59:00.000,2025-02-20 17:01:00.000,100.0,0.0,16.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 17:59:00.000,6fd72573-9208-8cdf-276d-a155adf3c091,
100032,2025-02-20 19:00:00.000,,11555377-7f0d-6522-9cf4-4aa455fe71eb.binning_data.json,10011,100032,2025-02-20 19:59:00.000,2025-02-20 19:06:00.000,88.0,0.0,17.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 19:59:00.000,11555377-7f0d-6522-9cf4-4aa455fe71eb,
100032,2025-02-20 20:00:00.000,,a67f3456-cb97-e396-6b65-6f22c48aae32.binning_data.json,10011,100032,2025-02-20 20:59:00.000,2025-02-20 20:59:00.000,2.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 20:59:00.000,a67f3456-cb97-e396-6b65-6f22c48aae32,
100032,2025-02-20 21:00:00.000,,230d361f-20bf-41df-486f-2dc3663eb295.binning_data.json,10011,100032,2025-02-20 21:59:00.000,2025-02-20 21:14:00.000,1.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 21:59:00.000,230d361f-20bf-41df-486f-2dc3663eb295,
100032,2025-02-20 22:00:00.000,,8794713d-d449-5e25-30ed-0ba09b505605.binning_data.json,10011,100032,2025-02-20 22:59:00.000,2025-02-20 22:19:00.000,15.0,0.0,1.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-20 22:59:00.000,8794713d-d449-5e25-30ed-0ba09b505605,
100032,2025-02-21 06:00:00.000,,b5ec43a4-cb08-39f7-4c60-71ce100d3095.binning_data.json,10011,100032,2025-02-21 06:59:00.000,2025-02-21 06:59:00.000,0.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 06:59:00.000,b5ec43a4-cb08-39f7-4c60-71ce100d3095,
100032,2025-02-21 07:00:00.000,,4ef1a7f1-2b4b-684e-253e-200969038648.binning_data.json,10011,100032,2025-02-21 07:59:00.000,2025-02-21 07:02:00.000,0.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 07:59:00.000,4ef1a7f1-2b4b-684e-253e-200969038648,
100032,2025-02-21 08:00:00.000,,0e5df63d-0148-162b-2519-ab1020b99326.binning_data.json,10011,100032,2025-02-21 08:59:00.000,2025-02-21 08:40:00.000,100.0,0.0,33.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 08:59:00.000,0e5df63d-0148-162b-2519-ab1020b99326,
100032,2025-02-21 09:00:00.000,,68aa063d-e3df-c54b-3450-3f77dc8488d6.binning_data.json,10011,100032,2025-02-21 09:59:00.000,2025-02-21 09:00:00.000,100.0,0.0,43.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 09:59:00.000,68aa063d-e3df-c54b-3450-3f77dc8488d6,
100032,2025-02-21 10:00:00.000,,b777cf87-41cf-4b91-c893-835cac465a9a.binning_data.json,10011,100032,2025-02-21 10:59:00.000,2025-02-21 10:16:00.000,100.0,0.0,41.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 10:59:00.000,b777cf87-41cf-4b91-c893-835cac465a9a,
100032,2025-02-21 11:00:00.000,,9336bcc2-94d5-967d-3089-fdae1d7cf0b6.binning_data.json,10011,100032,2025-02-21 11:59:00.000,2025-02-21 11:01:00.000,100.0,0.0,31.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 11:59:00.000,9336bcc2-94d5-967d-3089-fdae1d7cf0b6,
100032,2025-02-21 12:00:00.000,,53c71c3c-3b69-72c1-966e-97b7cfefc58f.binning_data.json,10011,100032,2025-02-21 12:59:00.000,2025-02-21 12:01:00.000,0.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 12:59:00.000,53c71c3c-3b69-72c1-966e-97b7cfefc58f,
100032,2025-02-21 13:00:00.000,,2ffcc7dd-082b-d848-2e77-979b86f6a92d.binning_data.json,10011,100032,2025-02-21 13:59:00.000,2025-02-21 13:59:00.000,97.0,0.0,48.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 13:59:00.000,2ffcc7dd-082b-d848-2e77-979b86f6a92d,
100032,2025-02-21 14:00:00.000,,f359c3bd-3544-ca48-e60d-3bbd73744ed8.binning_data.json,10011,100032,2025-02-21 14:59:00.000,2025-02-21 14:59:00.000,51.0,1.0,16.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 14:59:00.000,f359c3bd-3544-ca48-e60d-3bbd73744ed8,
100032,2025-02-21 15:00:00.000,,50d49251-d9d1-2cbd-fa53-5f1149ee1963.binning_data.json,10011,100032,2025-02-21 15:59:00.000,2025-02-21 15:03:00.000,81.0,0.0,9.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 15:59:00.000,50d49251-d9d1-2cbd-fa53-5f1149ee1963,
100032,2025-02-21 16:00:00.000,,666d9761-39af-2f61-ad3a-df032366b2c1.binning_data.json,10011,100032,2025-02-21 16:59:00.000,2025-02-21 16:00:00.000,100.0,0.0,20.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 16:59:00.000,666d9761-39af-2f61-ad3a-df032366b2c1,
100032,2025-02-21 17:00:00.000,,3fc5b461-e155-d395-185d-83b9c8f724fd.binning_data.json,10011,100032,2025-02-21 17:59:00.000,2025-02-21 17:00:00.000,98.0,0.0,51.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 17:59:00.000,3fc5b461-e155-d395-185d-83b9c8f724fd,
100032,2025-02-21 18:00:00.000,,6320495a-478e-0e4b-902a-caddc801643c.binning_data.json,10011,100032,2025-02-21 18:59:00.000,2025-02-21 18:00:00.000,93.0,0.0,46.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 18:59:00.000,6320495a-478e-0e4b-902a-caddc801643c,
100032,2025-02-21 19:00:00.000,,a759c76d-2d2d-bb0d-4733-21503f1b7f3f.binning_data.json,10011,100032,2025-02-21 19:59:00.000,2025-02-21 19:00:00.000,90.0,0.0,30.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 19:59:00.000,a759c76d-2d2d-bb0d-4733-21503f1b7f3f,
100032,2025-02-21 20:00:00.000,,a1ccbd2f-64eb-1c81-1d0e-9c89cac11ee3.binning_data.json,10011,100032,2025-02-21 20:59:00.000,2025-02-21 20:02:00.000,100.0,0.0,17.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 20:59:00.000,a1ccbd2f-64eb-1c81-1d0e-9c89cac11ee3,
100032,2025-02-21 21:00:00.000,,f91c727f-ade5-b4e2-472f-571ae45fe48e.binning_data.json,10011,100032,2025-02-21 21:59:00.000,2025-02-21 21:44:00.000,60.0,0.0,7.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 21:59:00.000,f91c727f-ade5-b4e2-472f-571ae45fe48e,
100032,2025-02-21 23:00:00.000,,28e4e169-82fe-7854-5df8-347fa185061e.binning_data.json,10011,100032,2025-02-21 23:59:00.000,2025-02-21 23:17:00.000,82.0,0.0,32.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-21 23:59:00.000,28e4e169-82fe-7854-5df8-347fa185061e,
100032,2025-02-22 06:00:00.000,,a7e442b3-ed19-7b3f-b4c0-503f16650d38.binning_data.json,10011,100032,2025-02-22 06:59:00.000,2025-02-22 06:47:00.000,91.0,0.0,8.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 06:59:00.000,a7e442b3-ed19-7b3f-b4c0-503f16650d38,
100032,2025-02-22 07:00:00.000,,60f2cdbb-b660-67bd-1219-102f57b28809.binning_data.json,10011,100032,2025-02-22 07:59:00.000,2025-02-22 07:06:00.000,97.0,0.0,53.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 07:59:00.000,60f2cdbb-b660-67bd-1219-102f57b28809,
100032,2025-02-22 08:00:00.000,,b1f60392-098b-941a-034b-209c6edd2b1f.binning_data.json,10011,100032,2025-02-22 08:59:00.000,2025-02-22 08:09:00.000,87.0,0.0,28.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 08:59:00.000,b1f60392-098b-941a-034b-209c6edd2b1f,
100032,2025-02-22 09:00:00.000,,3f9a8923-220f-45ad-6e2c-ed70a99b3495.binning_data.json,10011,100032,2025-02-22 09:59:00.000,2025-02-22 09:25:00.000,97.0,0.0,50.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 09:59:00.000,3f9a8923-220f-45ad-6e2c-ed70a99b3495,
100032,2025-02-22 10:00:00.000,,66d03401-689f-f4bd-ed24-191b07282fac.binning_data.json,10011,100032,2025-02-22 10:59:00.000,2025-02-22 10:01:00.000,93.0,0.0,12.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 10:59:00.000,66d03401-689f-f4bd-ed24-191b07282fac,
100032,2025-02-22 11:00:00.000,,724ff623-c0c7-e974-23cc-beb1aed76d6d.binning_data.json,10011,100032,2025-02-22 11:59:00.000,2025-02-22 11:00:00.000,0.0,0.0,0.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 11:59:00.000,724ff623-c0c7-e974-23cc-beb1aed76d6d,
100032,2025-02-22 12:00:00.000,,ba2527f1-0b6e-972b-b54f-5ff8b9f3e643.binning_data.json,10011,100032,2025-02-22 12:59:00.000,2025-02-22 12:16:00.000,95.0,0.0,38.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 12:59:00.000,ba2527f1-0b6e-972b-b54f-5ff8b9f3e643,
100032,2025-02-22 13:00:00.000,,caaa4978-80da-0d54-398c-50bead285f94.binning_data.json,10011,100032,2025-02-22 13:59:00.000,2025-02-22 13:32:00.000,100.0,0.0,30.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 13:59:00.000,caaa4978-80da-0d54-398c-50bead285f94,
100032,2025-02-22 14:00:00.000,,61d60ae6-c96a-c398-5b70-301f6d8144c2.binning_data.json,10011,100032,2025-02-22 14:59:00.000,2025-02-22 14:07:00.000,100.0,0.0,27.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 14:59:00.000,61d60ae6-c96a-c398-5b70-301f6d8144c2,
100032,2025-02-22 15:00:00.000,,f039dd3e-4119-ffc1-fe5d-1a3eb46e5f52.binning_data.json,10011,100032,2025-02-22 15:59:00.000,2025-02-22 15:04:00.000,71.0,0.0,8.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 15:59:00.000,f039dd3e-4119-ffc1-fe5d-1a3eb46e5f52,
100032,2025-02-22 16:00:00.000,,ec756c1d-7914-7e7e-2458-e43c10ac8eda.binning_data.json,10011,100032,2025-02-22 16:59:00.000,2025-02-22 16:07:00.000,94.0,0.0,12.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 16:59:00.000,ec756c1d-7914-7e7e-2458-e43c10ac8eda,
100032,2025-02-22 17:00:00.000,,48a429b1-77a3-28dd-bfc9-3ae3b21bea1a.binning_data.json,10011,100032,2025-02-22 17:59:00.000,2025-02-22 17:13:00.000,100.0,0.0,44.0,1,UTC+0100,MhLCbMNGdz,,com.sec.android.app.shealth,2025-02-22 17:59:00.000,48a429b1-77a3-28dd-bfc9-3ae3b21bea1a,
